x1,x2
1.7302065,-1.848656749
0.35978844,-0.337609781
-2.98133596,3.0805867
2.386855724,-2.842994669
-3.315642362,0.656018838
-2.853175017,2.712063072
1.579380304,-1.547237132
-1.293912576,0.294290352
-2.404733618,0.275367064
-3.611718002,2.107298921
-1.564013094,0.684937739
-4.029434092,2.320919197
1.581378651,-1.073131934
-3.573593042,1.801126286
-4.077971133,4.163650161
1.127847754,-1.163471079
-2.991505843,3.360687201
1.799828061,-1.457303251
1.622473047,-1.714157683
-2.678284498,2.536361347
-0.175380712,0.634357577
-2.061181246,2.212369871
-2.419716669,-0.439707337
-2.407441072,2.205070653
-2.470079038,2.320692352
-2.820692653,3.122118896
0.477408108,-0.345109041
-1.654486634,1.088745089
-3.391597572,3.478936419
-0.219247603,0.368952752
-4.052103926,2.369251693
0.465871228,0.015342095
0.780273097,-0.498000637
-2.619409438,3.236417843
-2.352876162,2.302687581
-3.897286473,1.97107905
-1.939156855,1.41006691
-2.125272739,1.465615091
-2.832965698,2.553829462
-2.491316598,0.492249944
-3.6881508,3.828820773
-3.530013574,4.096775932
0.184091421,0.44648953
-3.90849532,1.873335178
-2.529056814,0.257267389
2.720406898,-3.150189128
-3.321245161,0.829134585
0.508824267,-0.170241889
1.717844154,-2.00682462
0.986317262,-0.84926276
0.86689298,-0.989807727
-3.042727813,3.433836748
-1.578906254,-1.233227645
-2.704521811,2.854357234
-0.254662371,1.049381062
-2.989446423,0.914609445
1.897759453,-2.080141934
0.781499132,-0.644793979
-3.194782851,0.463378782
0.883784399,-0.943380278
-5.241004525,3.575867239
1.940703429,-2.078952106
1.854918878,-1.814384942
-2.938374168,3.517652615
-3.731036994,3.416455686
-2.289130228,-0.424696515
1.229400543,-1.516418746
0.664427614,-0.161075684
-2.325114405,2.128009422
-2.236569839,2.093788667
-1.558793179,1.00399803
-4.29572788,2.733281871
0.689987096,-0.332779337
-3.125312526,1.207084417
1.339008958,-2.201410557
-2.758489866,3.258987526
-0.009988138,0.244965859
0.602035518,0.30684057
-2.515415012,2.417507551
1.008935633,-1.064770362
-3.132480875,0.839575355
-3.675819894,3.693074815
0.571843726,0.009471321
-1.623602101,1.466362188
1.221513195,-1.010401858
1.383774835,-1.577232241
1.007102131,-1.123873489
2.124624239,-2.153046084
0.645583617,-0.525375065
-2.0315542,1.561414156
-3.094192186,1.1785589
-1.954484417,1.710686014
-2.886553135,0.667264333
-2.995087161,0.461894061
-1.591733243,-1.378941117
-1.989642556,1.938458771
-3.566013654,1.216899702
-4.140750927,2.066243323
-3.678624452,1.744481113
-1.84301208,2.215370708
-4.11618528,1.718082536
1.612499634,-1.350515229
1.036400172,-1.426450468
1.511614545,-2.234357006
0.558006332,-0.447893262
-3.097270657,0.813339812
1.181045108,-0.814017889
-2.0154855,1.608157961
-2.940685492,3.068155461
-2.461785157,1.984782959
-3.460297968,3.587278811
2.12433151,-2.5635414
-0.132633369,0.536012462
1.698923122,-1.691242853
-3.01108149,3.031864621
-4.450780857,2.969224916
1.4841518,-0.753413832
-1.395768748,0.278521077
-2.618002286,0.233828022
-3.180549883,0.980411759
-3.620272467,1.260761598
-4.307935078,5.011125715
-3.586456266,3.823231194
-2.759579625,2.996562414
-4.338618658,2.943992227
-2.682915227,0.131240645
-3.46412274,3.510176052
1.131292626,-0.987412274
1.554913171,-1.385088775
-3.812466416,4.239837947
-1.706892044,-0.760425824
-2.261356774,2.343114807
0.821518674,-0.372169811
-2.38326214,1.586533257
0.743512281,-0.723274434
-3.342144368,0.892115384
-2.90166639,0.375257962
-0.179064399,0.596984818
-4.974698343,3.34146451
0.296222157,-0.293929926
-3.027350658,3.619767165
1.081948233,-1.311050943
-3.77207259,1.811868035
-2.714836789,2.964905931
-2.77712198,2.615258593
-1.821007382,1.496499435
1.019743205,-0.932728684
-2.522422569,-0.581887548
-4.732943309,2.831220887
-3.179212516,3.845148443
0.620898923,-0.376894829
-2.641195446,2.50989901
-3.360461416,1.358355694
-2.018931979,-0.606713576
0.908952692,-1.164930537
-4.114741973,2.320202891
-3.225120999,0.614648022
-3.039200887,0.394364321
0.176305801,-0.369878055
1.214832125,-1.466781841
-2.685132047,3.026208213
-3.04741824,0.812918413
-2.907717963,2.855638072
-3.451897113,1.78007799
2.210617557,-2.458716568
1.029220624,-1.081471121
-3.004645243,0.4893596
-1.693370336,1.217774257
1.676010906,-2.813748721
-4.209223318,2.71152659
-3.116467544,2.726907895
1.349293934,-1.076491059
-3.372333967,3.711412907
0.220341555,0.083836986
0.45153996,-0.490693481
-2.743239403,0.303477923
-1.813522212,-0.493210828
-3.476748191,1.513078122
0.930628501,-0.450434022
-2.938992738,3.112027088
-2.495336523,0.48602417
-4.556947721,2.681036406
0.670880022,-0.030163542
-3.403545851,3.810241216
-2.158459969,1.95351531
-3.342917792,3.577586834
-1.447838497,1.378729857
-2.964226285,2.662288431
0.866451237,-1.359005231
-4.099110661,1.91162856
-2.683926985,2.207465215
-2.792925779,1.198301796
-3.423315936,1.378176553
-3.375116285,3.928726256
-4.811055166,3.0377976
-2.49582636,2.2907263
-3.504434365,1.403038272
-4.507421128,2.570547909
-2.509809578,2.34193822
-1.900780079,1.875675362
-2.485949227,-0.045543226
-4.398343286,2.348145009
-4.996937206,3.263906049
-2.546558553,0.236587596
-0.583342108,1.201520358
-2.316247544,-0.190640708
-3.680788981,1.573064802
0.021965313,0.300434556
-2.476022329,2.662162954
-2.814656249,3.115051815
-3.117636573,0.550697487
-2.623015763,2.190020787
-2.905985865,2.756485322
1.872490829,-1.922337801
1.013756255,-1.070602196
-3.419145752,1.789652221
-2.839038299,0.391310993
-2.058232948,-0.464863941
-3.244694712,1.696723766
-2.254557594,2.709489976
-3.27332693,3.747658079
-2.993157283,3.167301833
-2.579750623,0.661439304
0.258447071,-0.031256582
-2.102295663,2.35172863
-3.198269211,3.627302066
-3.978627591,1.912171327
-1.138591352,0.857104662
1.578357726,-1.977711549
-2.86978786,2.799780293
0.389820339,0.023146649
-3.800209096,1.947654687
-3.431979435,1.688493088
-3.426716452,0.92526785
-2.684112653,0.087600622
1.711600773,-1.75375985
-0.096459099,0.171650878
-2.874748118,0.550246938
-3.545840728,1.288822461
-2.107489841,2.412569353
-1.866063007,1.197648815
-0.069083123,0.956325536
-2.163125342,1.929089758
-2.45680528,0.147916836
1.412891885,-0.939436069
-2.8713608,0.621023234
0.229538314,0.311241313
1.143845783,-0.758613465
1.435843244,-1.028642658
-3.279310923,3.837438112
-3.306755505,3.536739744
-2.250342422,-0.377577214
-3.915909942,4.561466892
1.09891207,-0.737402753
-3.961684493,1.905292198
-3.838145398,2.260293335
-1.366803545,1.438960824
-0.016591264,0.937719223
-2.246980792,-0.245968733
-2.066753419,0.437247762
-2.725112976,2.931576227
0.647872167,-0.409460994
-2.963815642,0.771571841
1.531224156,-1.395561642
-3.399124932,4.240035753
1.311085549,-1.10025463
1.523772247,-1.334195955
1.197780943,-1.203839502
-2.818216996,0.601476002
0.972156851,-0.228375876
-2.171863913,-0.361219257
0.415954006,-0.144049862
-2.915503726,3.001149357
-3.172473002,3.228393378
-1.78160053,1.748568324
-3.134824223,0.484548232
-3.534539786,4.181950911
-3.09031317,2.666365179
-2.807396981,0.708233119
-1.491701926,1.306838919
-2.215661189,2.210581564
-2.248147256,2.231482258
-5.700802347,4.472004087
-0.153172915,0.234547388
-2.532384748,2.466130854
1.054465117,-0.584454144
-2.356732147,2.297228047
-2.196980816,-0.75385597
-3.353503441,1.246525356
-2.41267092,2.28193331
-2.197319995,2.23112746
-2.636808613,0.876422865
0.025802628,0.0708468
1.150548947,-0.665926945
-2.553909247,-0.184246662
-3.731512006,1.249492153
-1.391290416,1.540558166
0.468244364,-0.315497171
-3.553137664,1.132288109
-3.341411932,1.283157669
-4.835827843,3.211480472
-3.472661928,3.505458446
-3.20688585,1.161858694
0.438245959,-0.495343908
-2.74436707,0.544724335
0.283641728,0.371480061
-2.164790664,1.893566906
0.274700716,0.467483269
1.635873086,-1.653375587
-2.554600367,0.633990703
-4.064219615,4.850754109
-2.626470663,2.784217599
-1.61877199,-1.288567044
-3.370866051,3.097842756
-2.925688338,0.796629684
-4.415328992,2.868089794
0.895450709,-0.15586753
-2.414883147,0.278358497
0.970580161,-1.257056407
-2.450042235,1.879986373
-4.423811232,2.757467942
1.388473719,-1.193474556
0.280524309,-0.053154159
-2.091244523,-0.972495226
-3.983784175,4.146322782
-2.734103045,-0.138684623
-2.395971586,2.624089749
0.923804133,-0.358426996
-1.758195553,-0.920882204
0.886237128,-0.342550017
-3.420422091,1.360540978
0.701488713,-0.489100923
-1.700525944,1.502760209
1.356466919,-1.629972247
1.252604905,-1.059239125
0.111976199,0.386779269
0.529230475,-0.524363579
1.775676817,-1.709419956
-2.472719177,0.524202116
-3.344659146,1.158755417
-3.55160928,3.06816764
-3.54465234,1.949478748
2.065277895,-2.506468094
-3.042034864,3.104521754
0.675094936,-0.526715112
-3.801363417,1.833968552
-2.435404261,-0.225527413
-2.882878296,0.504513102
-3.908881465,1.57245838
-3.134664007,3.326426757
1.843298593,-1.527155049
-2.92548949,2.890096703
-2.670674992,2.737275603
0.827016438,-0.079005284
-3.053028074,0.79065358
0.440931332,0.263754828
1.434562684,-0.758946305
-2.962819972,3.175068901
1.82523905,-1.711722409
0.575964984,-0.268064753
1.520115791,-1.474079841
-4.048984283,1.970941043
-2.666034599,-0.128199551
0.179188989,0.499479969
0.318311864,-0.352098227
-2.202246375,1.983005916
-2.338332214,2.082646404
1.18863952,-0.919436496
-3.326871243,1.01712517
2.247521834,-2.296684077
-2.956151799,3.542581089
0.771515115,-0.837187746
-2.920988879,3.263067374
0.939455888,-0.683294076
-3.327274895,1.391879418
1.032558006,-0.788040683
-1.937665092,1.922018125
1.677642672,-2.526678701
-2.593681947,2.999565984
-3.976948859,2.745575479
-4.278401112,4.989060568
-4.230871776,1.55290201
0.09606714,0.28637339
-3.875591408,4.474070454
0.183760443,0.781589345
-3.317460004,0.885675985
-2.966257273,0.549410379
1.593245758,-1.270903197
-3.177642316,2.994750248
-2.968525954,2.906468036
-3.010025111,3.39584809
-2.867493184,0.250543136
-2.722784951,0.293732507
-2.937691292,3.256057147
1.438748198,-0.949194842
-2.943883259,3.102786594
-3.458611315,1.62690878
0.296542819,0.423765111
-0.311211089,0.971254146
-3.47622946,1.694068885
1.098690021,-1.178024316
-2.795483707,2.97542536
1.246990143,-1.421101001
-2.825851881,2.751408044
