x1,x2
0.453755056,0.918966709
0.452604776,0.461103134
0.162696273,0.66490523
0.168512531,0.309637564
0.699191208,0.306057922
0.602821541,0.9767111
0.043118245,0.394207891
0.899734862,0.589868123
0.941775097,0.950465015
0.827428254,0.34791934
0.026721119,0.953805859
0.204080587,0.242581772
0.66590459,0.702182475
0.959018364,0.595266526
0.440329956,0.124381331
0.85741034,0.044264855
0.852229115,0.336313961
0.908029341,0.850622833
0.698924761,0.021341383
0.691665599,0.561824944
0.252183267,0.576869786
0.849543797,0.210651624
0.339648347,0.088310822
0.778373954,0.099343072
0.911990471,0.51085556
0.273252296,0.070026448
0.817790758,0.392288617
0.884829163,0.720551575
0.084154312,0.772124993
0.822630246,0.100185111
0.670248373,0.220981034
0.335351729,0.140406847
0.043797764,0.857506464
0.932882438,0.7217726
0.164377011,0.00091292
0.363467152,0.545313994
0.416963454,0.667559013
0.278363393,0.289952643
0.006060533,0.641517297
0.845983873,0.916243045
0.587156514,0.191653135
0.410321506,0.357684351
0.05729148,0.014082689
0.310541719,0.709299488
0.650936502,0.765264584
0.875235423,0.948809261
0.798122024,0.040568114
0.968598611,0.314727799
0.883796821,0.134412531
0.6556943,0.321264734
0.794090342,0.128540834
0.507945846,0.982058879
0.725624538,0.127095348
0.658217279,0.671396677
0.825781335,0.296731808
0.146820325,0.846714525
0.364857313,0.439274974
0.959827149,0.458491162
0.081613888,0.661027976
0.71677891,0.467279406
0.703015153,0.396085209
0.900646871,0.770596582
0.279309869,0.4721517
0.722199733,0.53417475
0.519939793,0.842538554
0.652703132,0.940471068
0.271586152,0.099732763
0.185983075,0.189827694
0.554198757,0.511920609
0.594019728,0.201056529
0.239283382,0.056956272
0.025321538,0.355450962
0.746314547,0.700111424
0.665310769,0.021470407
0.948520214,0.340397466
0.434107473,0.801253266
0.091529596,0.176852586
0.325611953,0.843385865
0.685782273,0.358394397
0.933365795,0.783701352
0.010447354,0.450290466
0.425069681,0.23559993
0.281753463,0.682846861
0.240448521,0.740330549
0.469407006,0.079653393
0.406533206,0.79151574
0.129257619,0.50268559
0.186318615,0.926358749
0.548503339,0.165265417
0.559048073,0.958591335
0.829766045,0.340106829
0.743604625,0.686447624
0.748265873,0.48348471
0.919017761,0.372572271
0.962540096,0.122426596
0.932485184,0.762296047
0.955203015,0.55363353
0.936683031,0.169610209
0.029897267,0.70066555
0.863491142,0.896890937
0.061471498,0.353232461
0.444304668,0.926224164
0.292938345,0.688375718
0.219889162,0.61272677
0.113123371,0.75454666
0.04454943,0.998343187
0.801405051,0.612696653
0.768500424,0.003026498
0.428395116,0.593622148
0.976201382,0.365863476
0.970491001,0.515549268
0.069381636,0.616500964
0.822083417,0.8871345
0.528835468,0.444816438
0.638091914,0.062409105
0.941729413,0.239908373
0.62737358,0.60354457
0.721694504,0.853531859
0.252685502,0.206923814
0.746231427,0.186488699
0.95604281,0.197255995
0.526469579,0.656272058
0.170672067,0.3859428
0.779076254,0.30015538
0.344198127,0.204121249
0.758549113,0.239479195
0.270840184,0.490879649
0.191790716,0.229624854
0.926228336,0.802081287
0.26861174,0.69910918
0.364253708,0.425025621
0.705859398,0.805457709
0.263552946,0.173752577
0.439899048,0.251599305
0.803845362,0.168912879
0.326775576,0.193199637
0.033144245,0.583959366
0.7800338,0.817728249
0.688469874,0.76280279
0.443565225,0.114305049
0.272063878,0.560735823
0.929880623,0.679962237
0.184797572,0.464544906
0.837400859,0.096770418
0.079159648,0.937487786
0.873428754,0.428644853
0.724042386,0.784352591
0.330358612,0.436234568
0.860662522,0.013369136
0.33830799,0.970711035
0.458219928,0.405418784
0.032545219,0.728849045
0.941085407,0.697741479
0.657394001,0.932043845
0.154033957,0.104042885
0.68560952,0.073646642
0.908832398,0.684857209
0.77558484,0.897972223
0.082645791,0.336970198
0.554164577,0.853835658
0.555987984,0.574150309
0.573052603,0.66574266
0.724096283,0.686044774
0.138158997,0.99063408
0.852024059,0.472624457
0.64345244,0.267292318
0.829909463,0.601026846
0.262610883,0.840833711
0.098452845,0.255157808
0.337418103,0.124198344
0.464300767,0.765731401
0.407181617,0.694879041
0.194032831,0.827030027
0.170487174,0.701248697
0.281589279,0.817086772
0.964640879,0.777026018
0.053962593,0.039388008
0.021015459,0.935183433
0.178915427,0.854342599
0.733414555,0.675975386
0.047008789,0.569838653
0.973255528,0.646494638
0.2891467,0.767607997
0.485239154,0.116932273
0.876179165,0.804524587
0.026722143,0.040710075
0.188701649,0.863036698
0.194564833,0.921723813
0.510864432,0.287252288
0.125036873,0.579952247
0.896532189,0.620363102
0.434306498,0.625009049
0.734740949,0.239159124
0.269999208,0.892352534
0.780702326,0.726467372
0.670598031,0.519341636
0.362412958,0.391792713
0.079348482,0.886192101
0.021019842,0.844722725
0.455550498,0.184284841
0.622988848,0.513140645
0.640681207,0.36577069
0.798558251,0.428232203
0.388490096,0.626380414
0.836084132,0.087702678
0.437445876,0.472979538
0.531940653,0.325973557
0.183631629,0.22849366
0.24665305,0.414171587
0.553804774,0.331817226
0.825642993,0.475859198
0.305833547,0.345636812
0.989277482,0.66153116
0.409676826,0.896848274
0.764612165,0.864613605
0.161116687,0.802417946
0.480114249,0.068147961
0.092036685,0.573398421
0.388715435,0.070822734
0.436367461,0.792149278
0.215011679,0.722544538
0.426308545,0.328697444
0.417755278,0.635902921
0.382927934,0.533457163
0.074838617,0.663981175
0.144579249,0.168917553
