x1,x2
-6.467624913,-10.03051384
7.49985237,9.552742844
8.005995102,9.533883894
7.334281291,-0.164087951
8.391643017,1.907769234
6.352833986,2.52482284
8.822173992,10.76232162
8.745835168,0.001941921
7.493413099,11.00892356
5.822597951,8.887272306
5.278017568,8.934741192
6.652554992,1.505056618
7.112992337,1.004663977
-6.020829319,-10.10604193
7.856869191,1.416471585
-4.998295677,-8.56234004
7.012307079,1.391218495
-6.112811088,-9.241106398
-6.616708654,-9.70726118
7.946577604,-0.376224206
10.01367527,10.52089453
-5.879635849,-11.01743288
8.564814232,9.444920689
5.172096482,11.78064756
-4.953823795,-9.925395422
9.067521392,0.690750497
8.728106972,0.754916118
-5.805555315,-9.242922428
7.612279074,9.446362698
6.815867562,9.962567808
5.167440561,2.101994061
-3.131559337,-9.831262254
-6.014546651,-9.976319391
9.170618012,10.37690696
5.630875058,0.99673877
7.5952749,1.327395438
7.542578189,7.024030194
-5.459083695,-10.37050041
-3.952410168,-9.254160102
6.173573651,8.73756621
-5.936320038,-9.984975068
9.4035308,8.09592099
6.334261717,2.697650695
8.185144741,9.513377728
9.476299479,1.909208731
8.295876594,1.244022009
5.974639733,10.87350623
-5.521393757,-9.265090869
6.754450538,9.745319331
8.80002143,8.543235209
7.528726933,0.031768755
6.915116957,8.648123835
-5.05971154,-10.14422292
6.534239699,9.45532341
-6.583944661,-9.33457819
7.274232653,9.184599909
6.851576616,2.923548464
7.730045875,6.86264178
-5.895812334,-10.43321844
7.844021303,10.29060403
8.894646057,10.29806397
8.587102308,1.661688922
9.196424224,11.57536954
-5.481468996,-9.06187881
5.782800816,-0.576547545
-7.758473812,-8.694920753
5.760920295,-0.34490018
7.310541444,0.391028663
8.733851256,-0.295606384
7.163615727,-0.659076765
8.802459693,0.937630317
6.093822816,9.380444473
7.474314569,1.78716998
7.407838707,6.93633083
9.941468585,1.15016183
8.272192077,0.290280696
6.613497368,1.747303512
-4.652906857,-9.666111232
8.126096158,0.868614334
7.968633533,2.100381648
7.977463386,-0.039855686
9.941099031,9.223956669
9.515117336,9.440964752
8.758949927,8.375096688
6.653497749,8.848928404
7.861538126,-0.729976785
-6.364847963,-10.15164324
7.35478172,0.088426822
-3.999629265,-7.999730845
5.590109863,-0.387688051
9.47863923,0.762223596
6.278772368,8.721863816
8.204206925,9.314904357
7.376050725,1.011679079
