x1,x2
0.669694142,-0.434325581
1.407502774,-0.464530476
0.848533617,0.41611224
0.450751462,0.80270383
1.970000615,0.167788072
-0.550898666,0.895119221
0.79576344,0.577655085
-0.007678398,0.329813171
-0.392900773,1.002355012
1.565936864,-0.371195997
0.975683895,0.094763458
0.269681107,-0.042815142
-0.835142084,0.712837236
-0.62371088,0.717629499
0.139710844,0.992377429
0.868502614,-0.515985061
1.418189632,-0.426678419
-1.044185441,0.037076909
0.787434828,0.710203589
1.000805019,0.009184375
0.391921131,0.889097291
1.004727843,-0.596171444
0.299294138,0.896771449
-0.780827137,0.642803367
0.707396724,0.665246184
0.022145582,0.215897167
-0.819583871,0.6784171
0.100687607,-0.053849422
0.781096679,-0.4286013
1.208255573,-0.48542035
1.689228241,-0.071674317
0.347745046,-0.335223381
1.066549409,0.070295057
1.396527441,-0.430586899
0.354280268,-0.111127082
1.639528987,-0.182694655
0.506113487,-0.439813034
-1.034666825,0.20236357
0.655960245,-0.404641176
0.52229451,-0.34697784
0.02697319,0.501943575
-0.284838567,0.886431327
-0.263504233,0.906075563
1.37923223,-0.434931241
0.879370579,0.391523587
-0.869880629,0.587803897
1.039667504,-0.483518104
-0.660054451,0.752360982
1.291704549,-0.483890491
0.341231468,-0.230975275
0.23357196,0.950726214
0.617206236,-0.347352131
0.539349515,-0.344436335
0.639308953,-0.338791767
1.826569204,0.013909121
0.994111166,0.348136608
0.425850683,-0.305351844
-1.083667028,0.071895532
0.105347262,0.340845852
0.196104026,1.025344094
1.474943281,-0.390200597
-0.996642785,0.268767796
0.075732813,0.066206054
0.455272352,-0.279244527
1.154185967,-0.554688786
0.5851923,0.899817062
0.03761984,1.011897967
-0.04332692,0.413904967
-0.864938493,0.398765631
-0.924398248,0.285921904
0.891061669,0.494301797
1.021222462,-0.503945394
0.275096723,0.971941583
1.284826594,-0.456729152
1.944870255,0.348361097
0.028272179,0.444977306
1.03356048,0.232312552
0.818200341,0.417235088
-0.659898314,0.800168504
0.420904853,1.021987777
-0.639682249,0.77578675
1.58978599,-0.282120552
0.989094991,0.371520337
-0.650102996,0.910745674
1.899830026,0.385123538
1.054190274,0.290104306
0.676332667,-0.51380278
1.964394124,0.256563641
-1.01516804,0.021461296
0.724552899,-0.379512708
1.072445714,0.187220893
-0.85945597,0.521598418
1.697095302,-0.247586015
-0.066713326,1.028111088
0.792261034,0.648040803
-0.765738935,0.789104493
-0.483939049,0.856844884
0.00597643,0.937892443
-0.732467339,0.766273394
1.780280336,-0.266717716
1.024775807,0.351581028
1.961239406,0.259186154
1.949679766,0.181985463
0.154256635,1.026196106
0.626972224,-0.431594201
0.092744534,0.295477267
0.115407275,1.015399644
1.46298539,-0.350758879
0.914161411,-0.527903021
0.049756414,0.397590903
0.78760751,0.626291893
0.783183564,-0.516558684
1.007690631,0.090116852
-0.965519831,0.272941199
0.981760966,0.281365106
-0.683655147,0.682455014
1.829101002,-0.027203493
-0.419067684,0.909957637
1.990262965,0.456223424
0.904847695,0.302248597
-0.024879647,0.961121522
-0.221506572,1.022231478
0.919908436,0.554530833
-0.661241439,0.703067228
0.2431665,0.950845184
1.744083144,0.061472425
1.953259445,0.157966846
0.959629615,0.315338334
1.741611691,-0.085064996
0.379227423,-0.319103621
1.819625568,0.055922262
-0.863403886,0.450015989
1.944946489,0.386039319
0.461799767,-0.336035305
1.225729033,-0.453481994
